'id','name','description'
'T1190','Exploit Public-Facing Application','Adversaries may attempt to exploit a weakness in an Internet-facing host or system to initially access a network. The weakness in the system can be a software bug, a temporary glitch, or a misconfiguration.'
'T1195','Supply Chain Compromise','Adversaries may manipulate products or product delivery mechanisms prior to receipt by a final consumer for the purpose of data or system compromise.'
'T1195.001','Supply Chain Compromise','Compromise Software Dependencies and Development Tools'
'T1195.002','Supply Chain Compromise','Compromise Software Supply Chain'
'T1195.003','Supply Chain Compromise','Compromise Hardware Supply Chain'
'T1197','BITS Jobs','Adversaries may abuse BITS jobs to persistently execute code and perform various background tasks. Windows Background Intelligent Transfer Service (BITS) is a low-bandwidth, asynchronous file transfer mechanism exposed through Component Object Model (COM). BITS is commonly used by updaters, messengers, and other applications preferred to operate in the background (using available idle bandwidth) without interrupting other networked applications. File transfer tasks are implemented as BITS jobs, which contain a queue of one or more file operations.'
'T1199','Trusted Relationship','Adversaries may breach or otherwise leverage organizations who have access to intended victims. Access through trusted third party relationship abuses an existing connection that may not be protected or receives less scrutiny than standard mechanisms of gaining access to a network.'
'T1200','Hardware Additions','Adversaries may introduce computer accessories, networking hardware, or other computing devices into a system or network that can be used as a vector to gain access. Rather than just connecting and distributing payloads via removable storage (i.e. Replication Through Removable Media), more robust hardware additions can be used to introduce new functionalities and/or features into a system that can then be abused.'
'T1201','Password Policy Discovery','Adversaries may attempt to access detailed information about the password policy used within an enterprise network or cloud environment. Password policies are a way to enforce complex passwords that are difficult to guess or crack through Brute Force. This information may help the adversary to create a list of common passwords and launch dictionary and/or brute force attacks which adheres to the policy (e.g. if the minimum password length should be 8, then not trying passwords such as ''pass123''; not checking for more than 3-4 passwords per account if the lockout is set to 6 as to not lock out accounts).'
'T1202','Indirect Command Execution','Adversaries may abuse utilities that allow for command execution to bypass security restrictions that limit the use of command-line interpreters. Various Windows utilities may be used to execute commands, possibly without invoking cmd. For example, Forfiles, the Program Compatibility Assistant (pcalua.exe), components of the Windows Subsystem for Linux (WSL), as well as other utilities may invoke the execution of programs and commands from a Command and Scripting Interpreter, Run window, or via scripts.'
'T1203','Exploitation for Client Execution','Adversaries may exploit software vulnerabilities in client applications to execute code. Vulnerabilities can exist in software due to unsecure coding practices that can lead to unanticipated behavior. Adversaries can take advantage of certain vulnerabilities through targeted exploitation for the purpose of arbitrary code execution. Oftentimes the most valuable exploits to an offensive toolkit are those that can be used to obtain code execution on a remote system because they can be used to gain access to that system. Users will expect to see files related to the applications they commonly used to do work, so they are a useful target for exploit research and development because of their high utility.'
'T1204','User Execution','An adversary may rely upon specific actions by a user in order to gain execution. Users may be subjected to social engineering to get them to execute malicious code by, for example, opening a malicious document file or link. These user actions will typically be observed as follow-on behavior from forms of Phishing.'
'T1204.001','User Execution','Malicious Link'
'T1204.002','User Execution','Malicious File'
'T1204.003','User Execution','Malicious Image'
'T1205','Traffic Signaling','Adversaries may use traffic signaling to hide open ports or other malicious functionality used for persistence or command and control. Traffic signaling involves the use of a magic value or sequence that must be sent to a system to trigger a special response, such as opening a closed port or executing a malicious task. This may take the form of sending a series of packets with certain characteristics before a port will be opened that the adversary can use for command and control. Usually this series of packets consists of attempted connections to a predefined sequence of closed ports (i.e. Port Knocking), but can involve unusual flags, specific strings, or other unique characteristics. After the sequence is completed, opening a port may be accomplished by the host-based firewall, but could also be implemented by custom software.'
'T1205.001','Traffic Signaling','Port Knocking'
'T1207','Rogue Domain Controller','Adversaries may register a rogue Domain Controller to enable manipulation of Active Directory data. DCShadow may be used to create a rogue Domain Controller (DC). DCShadow is a method of manipulating Active Directory (AD) data, including objects and schemas, by registering (or reusing an inactive registration) and simulating the behavior of a DC. Once registered, a rogue DC may be able to inject and replicate changes into AD infrastructure for any domain object, including credentials and keys.'
'T1210','Exploitation of Remote Services','Adversaries may exploit remote services to gain unauthorized access to internal systems once inside of a network. Exploitation of a software vulnerability occurs when an adversary takes advantage of a programming error in a program, service, or within the operating system software or kernel itself to execute adversary-controlled code. A common goal for post-compromise exploitation of remote services is for lateral movement to enable access to a remote system.'
'T1211','Exploitation for Defense Evasion','Adversaries may exploit a system or application vulnerability to bypass security features. Exploitation of a software vulnerability occurs when an adversary takes advantage of a programming error in a program, service, or within the operating system software or kernel itself to execute adversary-controlled code. Vulnerabilities may exist in defensive security software that can be used to disable or circumvent them.'
'T1212','Exploitation for Credential Access','Adversaries may exploit software vulnerabilities in an attempt to collect credentials. Exploitation of a software vulnerability occurs when an adversary takes advantage of a programming error in a program, service, or within the operating system software or kernel itself to execute adversary-controlled code. Credentialing and authentication mechanisms may be targeted for exploitation by adversaries as a means to gain access to useful credentials or circumvent the process to gain access to systems. One example of this is MS14-068, which targets Kerberos and can be used to forge Kerberos tickets using domain user permissions. Exploitation for credential access may also result in Privilege Escalation depending on the process targeted or credentials obtained.'
'T1213','Data from Information Repositories','Adversaries may leverage information repositories to mine valuable information. Information repositories are tools that allow for storage of information, typically to facilitate collaboration or information sharing between users, and can store a wide variety of data that may aid adversaries in further objectives, or direct access to the target information. Adversaries may also abuse external sharing features to share sensitive documents with recipients outside of the organization.'
'T1213.001','Data from Information Repositories','Confluence'
'T1213.002','Data from Information Repositories','Sharepoint'
'T1213.003','Data from Information Repositories','Code Repositories'
'T1216','System Script Proxy Execution','Adversaries may use trusted scripts, often signed with certificates, to proxy the execution of malicious files. Several Microsoft signed scripts that have been downloaded from Microsoft or are default on Windows installations can be used to proxy execution of other files. This behavior may be abused by adversaries to execute malicious files that could bypass application control and signature validation on systems.'
'T1216.001','System Script Proxy Execution','PubPrn'
'T1217','Browser Information Discovery','Adversaries may enumerate information about browsers to learn more about compromised environments. Data saved by browsers (such as bookmarks, accounts, and browsing history) may reveal a variety of personal information about users (e.g., banking sites, relationships/interests, social media, etc.) as well as details about internal network resources such as servers, tools/dashboards, or other related infrastructure.'
'T1218','System Binary Proxy Execution','Adversaries may bypass process and/or signature-based defenses by proxying execution of malicious content with signed, or otherwise trusted, binaries. Binaries used in this technique are often Microsoft-signed files, indicating that they have been either downloaded from Microsoft or are already native in the operating system. Binaries signed with trusted digital certificates can typically execute on Windows systems protected by digital signature validation. Several Microsoft signed binaries that are default on Windows installations can be used to proxy execution of other files or commands.'
'T1218.001','System Binary Proxy Execution','Compiled HTML File'
'T1218.002','System Binary Proxy Execution','Control Panel'
'T1218.003','System Binary Proxy Execution','CMSTP'
'T1218.004','System Binary Proxy Execution','InstallUtil'
'T1218.005','System Binary Proxy Execution','Mshta'
'T1218.007','System Binary Proxy Execution','Msiexec'
'T1218.008','System Binary Proxy Execution','Odbcconf'
'T1218.009','System Binary Proxy Execution','Regsvcs/Regasm'
'T1218.010','System Binary Proxy Execution','Regsvr32'
'T1218.011','System Binary Proxy Execution','Rundll32'
'T1218.012','System Binary Proxy Execution','Verclsid'
'T1218.013','System Binary Proxy Execution','Mavinject'
'T1218.014','System Binary Proxy Execution','MMC'
'T1219','Remote Access Software','An adversary may use legitimate desktop support and remote access software, such as Team Viewer, AnyDesk, Go2Assist, LogMein, AmmyyAdmin, etc, to establish an interactive command and control channel to target systems within networks. These services are commonly used as legitimate technical support software, and may be allowed by application control within a target environment. Remote access tools like VNC, Ammyy, and Teamviewer are used frequently when compared with other legitimate software commonly used by adversaries.'
'T1220','XSL Script Processing','Adversaries may bypass application control and obscure execution of code by embedding scripts inside XSL files. Extensible Stylesheet Language (XSL) files are commonly used to describe the processing and rendering of data within XML files. To support complex operations, the XSL standard includes support for embedded scripting in various languages.'
'T1221','Template Injection','Adversaries may create or modify references in user document templates to conceal malicious code or force authentication attempts. For example, Microsoft’s Office Open XML (OOXML) specification defines an XML-based format for Office documents (.docx, xlsx, .pptx) to replace older binary formats (.doc, .xls, .ppt). OOXML files are packed together ZIP archives compromised of various XML files, referred to as parts, containing properties that collectively define how a document is rendered.'
'T1222','File and Directory Permissions Modification','Adversaries may modify file or directory permissions/attributes to evade access control lists (ACLs) and access protected files. File and directory permissions are commonly managed by ACLs configured by the file or directory owner, or users with the appropriate permissions. File and directory ACL implementations vary by platform, but generally explicitly designate which users or groups can perform which actions (read, write, execute, etc.).'
'T1222.001','File and Directory Permissions Modification','Windows File and Directory Permissions Modification'
'T1222.002','File and Directory Permissions Modification','Linux and Mac File and Directory Permissions Modification'
'T1480','Execution Guardrails','Adversaries may use execution guardrails to constrain execution or actions based on adversary supplied and environment specific conditions that are expected to be present on the target. Guardrails ensure that a payload only executes against an intended target and reduces collateral damage from an adversary’s campaign. Values an adversary can provide about a target system or environment to use as guardrails may include specific network share names, attached physical devices, files, joined Active Directory (AD) domains, and local/external IP addresses.'
'T1480.001','Execution Guardrails','Environmental Keying'
'T1482','Domain Trust Discovery','Adversaries may attempt to gather information on domain trust relationships that may be used to identify lateral movement opportunities in Windows multi-domain/forest environments. Domain trusts provide a mechanism for a domain to allow access to resources based on the authentication procedures of another domain. Domain trusts allow the users of the trusted domain to access resources in the trusting domain. The information discovered may help the adversary conduct SID-History Injection, Pass the Ticket, and Kerberoasting. Domain trusts can be enumerated using the DSEnumerateDomainTrusts() Win32 API call, .NET methods, and LDAP. The Windows utility Nltest is known to be used by adversaries to enumerate domain trusts.'
'T1484','Domain Policy Modification','Adversaries may modify the configuration settings of a domain to evade defenses and/or escalate privileges in domain environments. Domains provide a centralized means of managing how computer resources (ex: computers, user accounts) can act, and interact with each other, on a network. The policy of the domain also includes configuration settings that may apply between domains in a multi-domain/forest environment. Modifications to domain settings may include altering domain Group Policy Objects (GPOs) or changing trust settings for domains, including federation trusts.'
'T1484.001','Domain Policy Modification','Group Policy Modification'
'T1484.002','Domain Policy Modification','Domain Trust Modification'
'T1485','Data Destruction','Adversaries may destroy data and files on specific systems or in large numbers on a network to interrupt availability to systems, services, and network resources. Data destruction is likely to render stored data irrecoverable by forensic techniques through overwriting files or data on local and remote drives. Common operating system file deletion commands such as del and rm often only remove pointers to files without wiping the contents of the files themselves, making the files recoverable by proper forensic methodology. This behavior is distinct from Disk Content Wipe and Disk Structure Wipe because individual files are destroyed rather than sections of a storage disk or the disk''s logical structure.'
'T1486','Data Encrypted for Impact','Adversaries may encrypt data on target systems or on large numbers of systems in a network to interrupt availability to system and network resources. They can attempt to render stored data inaccessible by encrypting files or data on local and remote drives and withholding access to a decryption key. This may be done in order to extract monetary compensation from a victim in exchange for decryption or a decryption key (ransomware) or to render data permanently inaccessible in cases where the key is not saved or transmitted.'
'T1489','Service Stop','Adversaries may stop or disable services on a system to render those services unavailable to legitimate users. Stopping critical services or processes can inhibit or stop response to an incident or aid in the adversary''s overall objectives to cause damage to the environment.'
'T1490','Inhibit System Recovery','Adversaries may delete or remove built-in data and turn off services designed to aid in the recovery of a corrupted system to prevent recovery. This may deny access to available backups and recovery options.'
'T1491','Defacement','Adversaries may modify visual content available internally or externally to an enterprise network, thus affecting the integrity of the original content. Reasons for Defacement include delivering messaging, intimidation, or claiming (possibly false) credit for an intrusion. Disturbing or offensive images may be used as a part of Defacement in order to cause user discomfort, or to pressure compliance with accompanying messages.'
'T1491.001','Defacement','Internal Defacement'
'T1491.002','Defacement','External Defacement'
'T1495','Firmware Corruption','Adversaries may overwrite or corrupt the flash memory contents of system BIOS or other firmware in devices attached to a system in order to render them inoperable or unable to boot, thus denying the availability to use the devices and/or the system. Firmware is software that is loaded and executed from non-volatile memory on hardware devices in order to initialize and manage device functionality. These devices may include the motherboard, hard drive, or video cards.'
'T1496','Resource Hijacking','Adversaries may leverage the resources of co-opted systems in order to solve resource intensive problems, which may impact system and/or hosted service availability.'
'T1497','Virtualization/Sandbox Evasion','Adversaries may employ various means to detect and avoid virtualization and analysis environments. This may include changing behaviors based on the results of checks for the presence of artifacts indicative of a virtual machine environment (VME) or sandbox. If the adversary detects a VME, they may alter their malware to disengage from the victim or conceal the core functions of the implant. They may also search for VME artifacts before dropping secondary or additional payloads. Adversaries may use the information learned from Virtualization/Sandbox Evasion during automated discovery to shape follow-on behaviors.'
'T1497.001','Virtualization/Sandbox Evasion','System Checks'
'T1497.002','Virtualization/Sandbox Evasion','User Activity Based Checks'
'T1497.003','Virtualization/Sandbox Evasion','Time Based Evasion'
'T1498','Network Denial of Service','Adversaries may perform Network Denial of Service (DoS) attacks to degrade or block the availability of targeted resources to users. Network DoS can be performed by exhausting the network bandwidth services rely on. Example resources include specific websites, email services, DNS, and web-based applications. Adversaries have been observed conducting network DoS attacks for political purposes and to support other malicious activities, including distraction, hacktivism, and extortion.'
'T1498.001','Network Denial of Service','Direct Network Flood'
'T1498.002','Network Denial of Service','Reflection Amplification'
'T1499','Endpoint Denial of Service','Adversaries may perform Endpoint Denial of Service (DoS) attacks to degrade or block the availability of services to users. Endpoint DoS can be performed by exhausting the system resources those services are hosted on or exploiting the system to cause a persistent crash condition. Example services include websites, email services, DNS, and web-based applications. Adversaries have been observed conducting DoS attacks for political purposes and to support other malicious activities, including distraction, hacktivism, and extortion.'
'T1499.001','Endpoint Denial of Service','OS Exhaustion Flood'
'T1499.002','Endpoint Denial of Service','Service Exhaustion Flood'
'T1499.003','Endpoint Denial of Service','Application Exhaustion Flood'
'T1499.004','Endpoint Denial of Service','Application or System Exploitation'
'T1505','Server Software Component','Adversaries may abuse legitimate extensible development features of servers to establish persistent access to systems. Enterprise server applications may include features that allow developers to write and install software or scripts to extend the functionality of the main application. Adversaries may install malicious components to extend and abuse server applications.'
'T1505.001','Server Software Component','SQL Stored Procedures'
'T1505.002','Server Software Component','Transport Agent'
'T1505.003','Server Software Component','Web Shell'
'T1505.004','Server Software Component','IIS Components'
'T1505.005','Server Software Component','Terminal Services DLL'
'T1518','Software Discovery','Adversaries may attempt to get a listing of software and software versions that are installed on a system or in a cloud environment. Adversaries may use the information from Software Discovery during automated discovery to shape follow-on behaviors, including whether or not the adversary fully infects the target and/or attempts specific actions.'
'T1518.001','Software Discovery','Security Software Discovery'
'T1525','Implant Internal Image','Adversaries may implant cloud or container images with malicious code to establish persistence after gaining access to an environment. Amazon Web Services (AWS) Amazon Machine Images (AMIs), Google Cloud Platform (GCP) Images, and Azure Images as well as popular container runtimes such as Docker can be implanted or backdoored. Unlike Upload Malware, this technique focuses on adversaries implanting an image in a registry within a victim’s environment. Depending on how the infrastructure is provisioned, this could provide persistent access if the infrastructure provisioning tool is instructed to always use the latest image.'
'T1526','Cloud Service Discovery','An adversary may attempt to enumerate the cloud services running on a system after gaining access. These methods can differ from platform-as-a-service (PaaS), to infrastructure-as-a-service (IaaS), or software-as-a-service (SaaS). Many services exist throughout the various cloud providers and can include Continuous Integration and Continuous Delivery (CI/CD), Lambda Functions, Azure AD, etc. They may also include security services, such as AWS GuardDuty and Microsoft Defender for Cloud, and logging services, such as AWS CloudTrail and Google Cloud Audit Logs.'
'T1528','Steal Application Access Token','Adversaries can steal application access tokens as a means of acquiring credentials to access remote systems and resources.'
'T1529','System Shutdown/Reboot','Adversaries may shutdown/reboot systems to interrupt access to, or aid in the destruction of, those systems. Operating systems may contain commands to initiate a shutdown/reboot of a machine or network device. In some cases, these commands may also be used to initiate a shutdown/reboot of a remote computer or network device via Network Device CLI (e.g. reload).'
'T1530','Data from Cloud Storage','Adversaries may access data from improperly secured cloud storage.'
'T1531','Account Access Removal','Adversaries may interrupt availability of system and network resources by inhibiting access to accounts utilized by legitimate users. Accounts may be deleted, locked, or manipulated (ex: changed credentials) to remove access to accounts. Adversaries may also subsequently log off and/or perform a System Shutdown/Reboot to set malicious changes into place.'
'T1534','Internal Spearphishing','Adversaries may use internal spearphishing to gain access to additional information or exploit other users within the same organization after they already have access to accounts or systems within the environment. Internal spearphishing is multi-staged campaign where an email account is owned either by controlling the user''s device with previously installed malware or by compromising the account credentials of the user. Adversaries attempt to take advantage of a trusted internal account to increase the likelihood of tricking the target into falling for the phish attempt.'
'T1535','Unused/Unsupported Cloud Regions','Adversaries may create cloud instances in unused geographic service regions in order to evade detection. Access is usually obtained through compromising accounts used to manage cloud infrastructure.'
'T1537','Transfer Data to Cloud Account','Adversaries may exfiltrate data by transferring the data, including backups of cloud environments, to another cloud account they control on the same service to avoid typical file transfers/downloads and network-based exfiltration detection.'
'T1538','Cloud Service Dashboard','An adversary may use a cloud service dashboard GUI with stolen credentials to gain useful information from an operational cloud environment, such as specific services, resources, and features. For example, the GCP Command Center can be used to view all assets, findings of potential security risks, and to run additional queries, such as finding public IP addresses and open ports.'
'T1539','Steal Web Session Cookie','An adversary may steal web application or service session cookies and use them to gain access to web applications or Internet services as an authenticated user without needing credentials. Web applications and services often use session cookies as an authentication token after a user has authenticated to a website.'
'T1542','Pre-OS Boot','Adversaries may abuse Pre-OS Boot mechanisms as a way to establish persistence on a system. During the booting process of a computer, firmware and various startup services are loaded before the operating system. These programs control flow of execution before the operating system takes control.'
'T1542.001','Pre-OS Boot','System Firmware'
'T1542.002','Pre-OS Boot','Component Firmware'
'T1542.003','Pre-OS Boot','Bootkit'
'T1542.004','Pre-OS Boot','ROMMONkit'
'T1542.005','Pre-OS Boot','TFTP Boot'
'T1543','Create or Modify System Process','Adversaries may create or modify system-level processes to repeatedly execute malicious payloads as part of persistence. When operating systems boot up, they can start processes that perform background system functions. On Windows and Linux, these system processes are referred to as services. On macOS, launchd processes known as Launch Daemon and Launch Agent are run to finish system initialization and load user specific parameters.'
'T1543.001','Create or Modify System Process','Launch Agent'
'T1543.002','Create or Modify System Process','Systemd Service'
'T1543.003','Create or Modify System Process','Windows Service'
'T1543.004','Create or Modify System Process','Launch Daemon'
'T1546','Event Triggered Execution','Adversaries may establish persistence and/or elevate privileges using system mechanisms that trigger execution based on specific events. Various operating systems have means to monitor and subscribe to events such as logons or other user activity such as running specific applications/binaries. Cloud environments may also support various functions and services that monitor and can be invoked in response to specific cloud events.'
'T1546.001','Event Triggered Execution','Change Default File Association'
'T1546.002','Event Triggered Execution','Screensaver'
'T1546.003','Event Triggered Execution','Windows Management Instrumentation Event Subscription'
'T1546.004','Event Triggered Execution','Unix Shell Configuration Modification'
'T1546.005','Event Triggered Execution','Trap'
'T1546.006','Event Triggered Execution','LC_LOAD_DYLIB Addition'
'T1546.007','Event Triggered Execution','Netsh Helper DLL'
'T1546.008','Event Triggered Execution','Accessibility Features'
'T1546.009','Event Triggered Execution','AppCert DLLs'
'T1546.010','Event Triggered Execution','AppInit DLLs'
'T1546.011','Event Triggered Execution','Application Shimming'
'T1546.012','Event Triggered Execution','Image File Execution Options Injection'
'T1546.013','Event Triggered Execution','PowerShell Profile'
'T1546.014','Event Triggered Execution','Emond'
'T1546.015','Event Triggered Execution','Component Object Model Hijacking'
'T1547','Boot or Logon Autostart Execution','Adversaries may configure system settings to automatically execute a program during system boot or logon to maintain persistence or gain higher-level privileges on compromised systems. Operating systems may have mechanisms for automatically running a program on system boot or account logon. These mechanisms may include automatically executing programs that are placed in specially designated directories or are referenced by repositories that store configuration information, such as the Windows Registry. An adversary may achieve the same goal by modifying or extending features of the kernel.'
'T1547.001','Boot or Logon Autostart Execution','Registry Run Keys / Startup Folder'
'T1547.002','Boot or Logon Autostart Execution','Authentication Package'
'T1547.003','Boot or Logon Autostart Execution','Time Providers'
'T1547.004','Boot or Logon Autostart Execution','Winlogon Helper DLL'
'T1547.005','Boot or Logon Autostart Execution','Security Support Provider'
'T1547.006','Boot or Logon Autostart Execution','Kernel Modules and Extensions'
'T1547.007','Boot or Logon Autostart Execution','Re-opened Applications'
'T1547.008','Boot or Logon Autostart Execution','LSASS Driver'
'T1547.009','Boot or Logon Autostart Execution','Shortcut Modification'
'T1547.010','Boot or Logon Autostart Execution','Port Monitors'
'T1547.012','Boot or Logon Autostart Execution','Print Processors'
'T1547.013','Boot or Logon Autostart Execution','XDG Autostart Entries'
'T1547.014','Boot or Logon Autostart Execution','Active Setup'
'T1547.015','Boot or Logon Autostart Execution','Login Items'
'T1548','Abuse Elevation Control Mechanism','Adversaries may circumvent mechanisms designed to control elevate privileges to gain higher-level permissions. Most modern systems contain native elevation control mechanisms that are intended to limit privileges that a user can perform on a machine. Authorization has to be granted to specific users in order to perform tasks that can be considered of higher risk. An adversary can perform several methods to take advantage of built-in control mechanisms in order to escalate privileges on a system.'
'T1548.001','Abuse Elevation Control Mechanism','Setuid and Setgid'
'T1548.002','Abuse Elevation Control Mechanism','Bypass User Account Control'
'T1548.003','Abuse Elevation Control Mechanism','Sudo and Sudo Caching'
'T1548.004','Abuse Elevation Control Mechanism','Elevated Execution with Prompt'
'T1550','Use Alternate Authentication Material','Adversaries may use alternate authentication material, such as password hashes, Kerberos tickets, and application access tokens, in order to move laterally within an environment and bypass normal system access controls.'
'T1550.001','Use Alternate Authentication Material','Application Access Token'
'T1550.002','Use Alternate Authentication Material','Pass the Hash'
'T1550.003','Use Alternate Authentication Material','Pass the Ticket'
'T1550.004','Use Alternate Authentication Material','Web Session Cookie'
'T1552','Unsecured Credentials','Adversaries may search compromised systems to find and obtain insecurely stored credentials. These credentials can be stored and/or misplaced in many locations on a system, including plaintext files (e.g. Bash History), operating system or application-specific repositories (e.g. Credentials in Registry), or other specialized files/artifacts (e.g. Private Keys).'
'T1552.001','Unsecured Credentials','Credentials In Files'
'T1552.002','Unsecured Credentials','Credentials in Registry'
'T1552.003','Unsecured Credentials','Bash History'
'T1552.004','Unsecured Credentials','Private Keys'
'T1552.005','Unsecured Credentials','Cloud Instance Metadata API'
'T1552.006','Unsecured Credentials','Group Policy Preferences'
'T1552.007','Unsecured Credentials','Container API'
'T1553','Subvert Trust Controls','Adversaries may undermine security controls that will either warn users of untrusted activity or prevent execution of untrusted programs. Operating systems and security products may contain mechanisms to identify programs or websites as possessing some level of trust. Examples of such features would include a program being allowed to run because it is signed by a valid code signing certificate, a program prompting the user with a warning because it has an attribute set from being downloaded from the Internet, or getting an indication that you are about to connect to an untrusted site.'
'T1553.001','Subvert Trust Controls','Gatekeeper Bypass'
'T1553.002','Subvert Trust Controls','Code Signing'
'T1553.003','Subvert Trust Controls','SIP and Trust Provider Hijacking'
'T1553.004','Subvert Trust Controls','Install Root Certificate'
'T1553.005','Subvert Trust Controls','Mark-of-the-Web Bypass'
'T1553.006','Subvert Trust Controls','Code Signing Policy Modification'
'T1554','Compromise Client Software Binary','Adversaries may modify client software binaries to establish persistent access to systems. Client software enables users to access services provided by a server. Common client software types are SSH clients, FTP clients, email clients, and web browsers.'
'T1555','Credentials from Password Stores','Adversaries may search for common password storage locations to obtain user credentials. Passwords are stored in several places on a system, depending on the operating system or application holding the credentials. There are also specific applications that store passwords to make it easier for users manage and maintain. Once credentials are obtained, they can be used to perform lateral movement and access restricted information.'
'T1555.001','Credentials from Password Stores','Keychain'
'T1555.002','Credentials from Password Stores','Securityd Memory'
'T1555.003','Credentials from Password Stores','Credentials from Web Browsers'
'T1555.004','Credentials from Password Stores','Windows Credential Manager'
'T1555.005','Credentials from Password Stores','Password Managers'
'T1556','Modify Authentication Process','Adversaries may modify authentication mechanisms and processes to access user credentials or enable otherwise unwarranted access to accounts. The authentication process is handled by mechanisms, such as the Local Security Authentication Server (LSASS) process and the Security Accounts Manager (SAM) on Windows, pluggable authentication modules (PAM) on Unix-based systems, and authorization plugins on MacOS systems, responsible for gathering, storing, and validating credentials. By modifying an authentication process, an adversary may be able to authenticate to a service or system without using Valid Accounts.'
'T1556.001','Modify Authentication Process','Domain Controller Authentication'
'T1556.002','Modify Authentication Process','Password Filter DLL'
'T1556.003','Modify Authentication Process','Pluggable Authentication Modules'
'T1556.004','Modify Authentication Process','Network Device Authentication'
'T1556.005','Modify Authentication Process','Reversible Encryption'
'T1557','Adversary-in-the-Middle','Adversaries may attempt to position themselves between two or more networked devices using an adversary-in-the-middle (AiTM) technique to support follow-on behaviors such as Network Sniffing or Transmitted Data Manipulation. By abusing features of common networking protocols that can determine the flow of network traffic (e.g. ARP, DNS, LLMNR, etc.), adversaries may force a device to communicate through an adversary controlled system so they can collect information or perform additional actions.'
'T1557.001','Adversary-in-the-Middle','LLMNR/NBT-NS Poisoning and SMB Relay'
'T1557.002','Adversary-in-the-Middle','ARP Cache Poisoning'
'T1557.003','Adversary-in-the-Middle','DHCP Spoofing'
'T1558','Steal or Forge Kerberos Tickets','Adversaries may attempt to subvert Kerberos authentication by stealing or forging Kerberos tickets to enable Pass the Ticket. Kerberos is an authentication protocol widely used in modern Windows domain environments. In Kerberos environments, referred to as "realms", there are three basic participants: client, service, and Key Distribution Center (KDC). Clients request access to a service and through the exchange of Kerberos tickets, originating from KDC, they are granted access after having successfully authenticated. The KDC is responsible for both authentication and ticket granting. Adversaries may attempt to abuse Kerberos by stealing tickets or forging tickets to enable unauthorized access.'
'T1558.001','Steal or Forge Kerberos Tickets','Golden Ticket'
'T1558.002','Steal or Forge Kerberos Tickets','Silver Ticket'
'T1558.003','Steal or Forge Kerberos Tickets','Kerberoasting'
'T1558.004','Steal or Forge Kerberos Tickets','AS-REP Roasting'
'T1559','Inter-Process Communication','Adversaries may abuse inter-process communication (IPC) mechanisms for local code or command execution. IPC is typically used by processes to share data, communicate with each other, or synchronize execution. IPC is also commonly used to avoid situations such as deadlocks, which occurs when processes are stuck in a cyclic waiting pattern.'
'T1559.001','Inter-Process Communication','Component Object Model'
'T1559.002','Inter-Process Communication','Dynamic Data Exchange'
'T1559.003','Inter-Process Communication','XPC Services'
'T1560','Archive Collected Data','An adversary may compress and/or encrypt data that is collected prior to exfiltration. Compressing the data can help to obfuscate the collected data and minimize the amount of data sent over the network. Encryption can be used to hide information that is being exfiltrated from detection or make exfiltration less conspicuous upon inspection by a defender.'
'T1560.001','Archive Collected Data','Archive via Utility'
'T1560.002','Archive Collected Data','Archive via Library'
'T1560.003','Archive Collected Data','Archive via Custom Method'
'T1561','Disk Wipe','Adversaries may wipe or corrupt raw disk data on specific systems or in large numbers in a network to interrupt availability to system and network resources. With direct write access to a disk, adversaries may attempt to overwrite portions of disk data. Adversaries may opt to wipe arbitrary portions of disk data and/or wipe disk structures like the master boot record (MBR). A complete wipe of all disk sectors may be attempted.'
'T1561.001','Disk Wipe','Disk Content Wipe'
'T1561.002','Disk Wipe','Disk Structure Wipe'
'T1562','Impair Defenses','Adversaries may maliciously modify components of a victim environment in order to hinder or disable defensive mechanisms. This not only involves impairing preventative defenses, such as firewalls and anti-virus, but also detection capabilities that defenders can use to audit activity and identify malicious behavior. This may also span both native defenses as well as supplemental capabilities installed by users and administrators.'
'T1562.001','Impair Defenses','Disable or Modify Tools'
'T1562.002','Impair Defenses','Disable Windows Event Logging'
'T1562.003','Impair Defenses','Impair Command History Logging'
'T1562.004','Impair Defenses','Disable or Modify System Firewall'
'T1562.006','Impair Defenses','Indicator Blocking'
'T1562.007','Impair Defenses','Disable or Modify Cloud Firewall'
'T1562.008','Impair Defenses','Disable Cloud Logs'
'T1562.009','Impair Defenses','Safe Mode Boot'
'T1562.010','Impair Defenses','Downgrade Attack'
'T1563','Remote Service Session Hijacking','Adversaries may take control of preexisting sessions with remote services to move laterally in an environment. Users may use valid credentials to log into a service specifically designed to accept remote connections, such as telnet, SSH, and RDP. When a user logs into a service, a session will be established that will allow them to maintain a continuous interaction with that service.'
'T1563.001','Remote Service Session Hijacking','SSH Hijacking'
'T1563.002','Remote Service Session Hijacking','RDP Hijacking'
'T1564','Hide Artifacts','Adversaries may attempt to hide artifacts associated with their behaviors to evade detection. Operating systems may have features to hide various artifacts, such as important system files and administrative task execution, to avoid disrupting user work environments and prevent users from changing files or features on the system. Adversaries may abuse these features to hide artifacts such as files, directories, user accounts, or other system activity to evade detection.'
'T1564.001','Hide Artifacts','Hidden Files and Directories'
'T1564.002','Hide Artifacts','Hidden Users'
'T1564.003','Hide Artifacts','Hidden Window'
'T1564.004','Hide Artifacts','NTFS File Attributes'
'T1564.005','Hide Artifacts','Hidden File System'
'T1564.006','Hide Artifacts','Run Virtual Instance'
